471,BEST DENKI@ VIVOCITY,2.Retailer E-bin,"1 HARBOURFRONT WALK, VIVOCITY,#02-07, IN-STORE CUSTOMER SERVICE COUNTER",98585,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.264344587,103.8
224761",,,

472,BEST DENKI@ WATERWAY POINT,2.Retailer E-bin,"83 PUNGGOL CENTRAL,WATERWAY POINT, EAST WING,MAINENTRANCE",828761,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.40648462,103.90
21318",,,

473,CASH CONVERTERS@ 135 JURONG GATEWAY ROAD,2. Retailer E-bin,"135 JURONG GATEWAY ROAD,BUYER'S OFFICE",600135,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.333794226,103.7
396908",,,

474,CASH CONVERTERS@ 192 TOA PAYOH LORONG 4,2.Retailer E-bin,"192 TOA PAYOH LORONG 4,BUYER'S OFFICE",310192,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.331668148,103.8
504872",,,

475,CASH CONVERTERS@ 510 TAMPINES CENTRAL 1,2. Retailer E-bin,"510 TAMPINESCENTRAL 1, BUYER'S OFFICE",520510,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.35480108,103.94
44581",,,

476,CASH CONVERTERS@ 710A ANG MO KIO AVE 8,2. Retailer E-bin,"710AANG MO KIO AVE 8,GROUND FLOOR - BUYER’S OFFICE",561710,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.370624935,103.8
480457",,,

477,CHALLENGER @ ANG MO KIO HUB,2.Retailer E-bin,"ANG MO KIO AVENUE3,ANG MOH KIO HUB,#B1-58, OUTLET ENTRANCE",569933,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.369335614,103.8
486932",,,

478,CHALLENGER @ BUGIS JUNCTION BASEMENT 1,2.Retailer E-bin,"200 VICTORIA STREET, BUGIS JUNCTION, #B1-26, IN-STORE",188021,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.298887559,103.8
555543",,,

479,CHALLENGER @ BUGIS JUNCTION LEVEL 3,2.Retailer E-bin,"200 VICTORIA STREET, BUGIS JUNCTION,#03-10E, IN-STORE",188021,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.300076865,103.8
557858",,,

480,CHALLENGER @ CHANGI CITY POINT,2. Retailer E-bin,"5 CHANGIBUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56, IN-STORE",486038,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.33411313,103.96
27928",,,

481,CHALLENGER @ EASTPOINT MALL,2. Retailer E-bin,"3 SIMEISTREET 6,EASTPOINT MALL,#B1-08, IN-STORE",528833,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.342691998,103.9
530508",,,

482,CHALLENGER @ HOUGANG MALL,2.Retailer E-bin,"90 HOUGANG AVENUE 10, HOUGANG MALL,#02-13, IN-STORE",538766,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.372533156,103.8
938835",,,

483,CHALLENGER @ IMM,2.Retailer E-bin,"2 JURONG EAST STREET 21, IMM, #02-23, IN-STORE",609601,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.335117588,103.7
468771",,,

484,CHALLENGER @ JEM,2.Retailer E-bin,"50 JURONG GATEWAY ROAD, JEM,#04-01, IN-STORE",608549,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.333328193,103.7
433594",,,

485,CHALLENGER @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL 2,JURONG POINT, #B1-94, IN-STORE",648886,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.339652004,103.7
06685",,,

486,CHALLENGER @ NEX MALL,2. Retailer E-bin,"23 SERANGOON CENTRAL,NEX MALL,#03-33/34, IN-STORE",556083,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.350845795,103.8
725905",,,

487,CHALLENGER @ NORTHPOINT SHOPPING CENTRE,2. Retailer E-bin,"930 YISHUN AVE 2, #03-90/10",769098,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.429706573,103.8
356801",,,

488,CHALLENGER @ PAYA LEBAR QUARTER(PLQ),2.Retailer E-bin,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ),#04-01, IN-STORE",409057,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.317482311,103.8
928322",,,

489,CHALLENGER @ PLAZASINGAPURA,2. Retailer E-bin,"68 ORCHARD ROAD,PLAZASINGAPURA, #04-12, IN-STORE",238839,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30103413,103.84
50727",,,

490,CHALLENGER @ RAFFLES CITY SHOPPING CENTRE,2. Retailer E-bin,"252 NORTH BRIDGE RD, #03-22/23",179103,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.293879674,103.8
534351",,,

491,CHALLENGER @ SUN PLAZA,2. Retailer E-bin,"30 SEMBAWANG DRIVE, SUN PLAZA, #02-06, BACKOF STORE",757713,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.448200366,103.8
195301",,,

492,CHALLENGER @ TAMPINES1,2. Retailer E-bin,"10 TAMPINESCENTRAL 1,TAMPINES1,#04-25,IN-STORE REPAIR COUNTER",529536,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.354323212,103.9
451412",,,

493,CHALLENGER @ TIONG BAHRU PLAZA,2. Retailer E-bin,"302 TIONG BAHRUROAD,TIONG BAHRUPLAZA, #03-19, IN-STORE",168732,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.286331772,103.8
275508",,,

494,CHALLENGER @ VIVOCITY,2.Retailer E-bin,"1 HARBOURFRONT WALK, VIVOCITY,#02-34, IN-STORE",98585,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.264544587,103.8
224761",,,

495,COURTS @ 460 TOA PAYOH LORONG 6,2. Retailer E-bin,"460 TOA PAYOH LORONG 6,MAIN ENTRANCE",310460,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.331994564,103.8
497961",,,

496,COURTS @ ANG MO KIO AVE 6,2. Retailer E-bin,"730 ANG MO KIO AVE 6, STORE REAR ENTRANCE",560730,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.373433693,103.8
457652",,,

497,COURTS @ CAUSEWAY POINT,2. Retailer E-bin,"1 WOODLANDSSQUARE, CAUSEWAY POINT, #04-19/20, MAIN ENTRANCE",738099,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.436207845,103.7
856887",,,

498,COURTS @ COURTS MEGASTORE,2. Retailer E-bin,"50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE, LEVEL 1 CASHIER AREA",528766,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.373529764,103.9
33847",,,

499,COURTS @ EASTPOINT MALL,2. Retailer E-bin,"3 SIMEISTREET 6,EASTPOINT MALL,#04-07, MAIN ENTRANCE",528833,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.342791998,103.9
530508",,,

500,COURTS @ JEM,2.Retailer E-bin,"50 JURONG GATEWAY ROAD, JEM,#04-30, MAIN ENTRANCE",608549,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.333428193,103.7
433594",,,

501,COURTS @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL, JURONG POINT, #02-05, MAIN ENTRANCE",648886,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.339752004,103.7
06685",,,

502,COURTS NOJIMA @ THE HEEREN,2.Retailer E-bin,"260 ORCHARD ROAD,THE HEEREN",238855,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.302262677,103.8
37494",,,

503,FAIRPRICE @ 8 CHANGI BUSINESSPARKAVE1,2. Retailer E-bin,"8 CHANGIBUSINESSPARKAVE1,#01-51 &,#02-51, LEVEL 2 BACK OFSTORE",486018,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.334919777,103.9
636539",,,

504,FAIRPRICE @ ANG MO KIO HUB,2. Retailer E-bin,"53 ANG MO KIO AVE 3, ANG MO KIO HUB,#B2-40, CASHIER EXIT AREA",569933,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.369235614,103.8
486932",,,

505,FAIRPRICE @ HOUGANG 1,2. Retailer E-bin,"1 HOUGANG ST 91,HOUGANG 1,#02-01, ESCALATOR WALKWAY",538692,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.375667283,103.8
794503",,,

506,FAIRPRICE @ JEM,2. Retailer E-bin,"50 JURONG GATEWAY RD,JEM,#B1-21/22 & #B3-01, CASHIER AREA",608549,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.333528193,103.7
433594",,,

507,FAIRPRICE @ JURONG POINT,2.Retailer E-bin,"63 JURONG WEST CENTRAL 3,JURONG POINT, #03-01, CASHIER AREA",648331,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.33946403,103.70
53082",,,

508,FAIRPRICE @ KALLANG WAVEMALL,2.Retailer E-bin,"1 STADIUM PLACELEVEL 1 #01-29, CASHIER AREA",397628,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.303843272,103.8
727507",,,


509,FAIRPRICE @ NEX MALL,2.Retailer E-bin,"23 SERANGOON CENTRAL,NEX MALL, #03-42, IN-STORE",556083,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.350645795,103.8
725905",,,

510,FAIRPRICE @ PARKWAY PARADE,2. Retailer E-bin,"80 MARINEPARADERD, PARKWAY PARADE, #03-28, CASHIER AREA",449269,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30106068,103.90
53395",,,

511,FAIRPRICE @ VIVOCITY,2.Retailer E-bin,"1 HARBOURFRONT WALK,VIVOCITY, #B2-23, IN-STORE CUSTOMER SERVICE COUNTER",98585,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.264444587,103.8
224761",,,

512,GAIN CITY @ ANG MO KIO INDUSTIRAL PARK 2,2.Retailer E-bin,"8 ANG MO KIO INDUSTRIAL PARK2,MAIN ENTRANCE",569500,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.371677174,103.8
646465",,,

513,GAIN CITY @ GAIN CITY MEGASTORE@ SUNGEI KADUT,2. Retailer E-bin,"71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @ SUNGEI KADUT, LEVEL 1 LIFT LOBBY",729577,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.412863865,103.7
460157",,,

514,GAIN CITY @ MARINA SQUARE,2. Retailer E-bin,"6 RAFFLES BOULEVARD,MARINA SQUARE,#03 - 223 / 232,MAIN ENTRANCE",39594,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.290981684,103.8
576476",,,

515,GAIN CITY @ TAMPINES1,2.Retailer E-bin,"10 TAMPINESCENTRAL 1,TAMPINES1,#B1-09, MAIN ENTRANCE",529536,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.354423212,103.9
451412",,,

516,HARVEY NORMAN @ BEDOK POINT,2. Retailer E-bin,"799 NEWUPPER CHANGI ROAD,BEDOK POINT, #B1-01/02, #B-16/2 AND #B1-K1/K14",467351,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.324801026,103.9
32384",,,

517,HARVEY NORMAN @ BUKIT PANJANG PLAZA,2. Retailer E-bin,"1 JELEBU ROAD,BUKIT PANJANG PLAZA, #03-06, SIDE ENTRANCE",677743,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.380016507,103.7
643171",,,

518,HARVEY NORMAN @ DJITSUN MALL,2.Retailer E-bin,"5 ANG MO KIO CENTRAL 3,DJITSUN MALL, #02-01/02, BESIDECASHIER COUNTER",569663,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.372854257,103.8
476079",,,

519,HARVEY NORMAN @ HOUGANG MALL,2. Retailer E-bin,"90 HOUGANG AVENUE 10, HOUGANG MALL,#04-15, IN-STORE",538766,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.372633156,103.8
938835",,,

520,HARVEY NORMAN @ JURONG POINT,2. Retailer E-bin,"1 JURONG WEST CENTRAL 2,JURONG POINT, #03-37, IN-STORE",648886,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.339852004,103.7
06685",,,

521,HARVEY NORMAN @ MILLENIA WALK,2.Retailer E-bin,"9 RAFFLESBOULEVARD,MILLENIA WALK,#02-27, IN-STOREATRIUM",39596,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.292965041,103.8
59344",,,

522,HARVEY NORMAN @ NORTHPOINT CITY,2.Retailer E-bin,"930 YISHUN AVENUE2,NORTHPOINT CITY,SOUTH WING, #B1-136/138, OUTLET ENTRANCE",769098,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.42883,103.83605",,,

523,HARVEY NORMAN @ PARKWAY PARADE,2.Retailer E-bin,"80 MARINE PARADE ROAD,PARKWAY PARADE,#02-34, IN-STORE",449269,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30136068,103.90
53395",,,

524,HARVEY NORMAN @ SELETAR MALL,2. Retailer E-bin,"33 SENGKANG WEST AVE, SELETAR MALL,#03-25, IN-STORE",797653,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.391396846,103.8
76237",,,

525,HARVEY NORMAN @ SUNTEC CITY MALL,2.Retailer E-bin,"3 TEMASEK BOULEVARD,SUNTEC CITY MALL,#01-634,IN-STORE",38983,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.295711525,103.8
585526",,,

526,HARVEY NORMAN @ THE CENTREPOINT,2. Retailer E-bin,"176 ORCHARD ROAD,THE CENTREPOINT, #03-31",238843,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.301514467,103.8
400544",,,

527,HARVEY NORMAN @ VIVA BUSINESS PARK,2.Retailer E-bin,"750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESSPARK, #01-09, IN-STORE",469002,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.323159298,103.9
2098",,,

528,HARVEY NORMAN @ WEST MALL,2.Retailer E-bin,"1 BUKIT BATOK CENTRAL LINK, WEST MALL,#03-06 TO 09, IN-STORE WALKWAY",658713,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.349921529,103.7
49172",,,

529,HARVEY NORMAN @ WESTGATE,2.Retailer E-bin,"3 GATEWAY DRIVE, WESTGATE,#B1-32, IN-STORE",608532,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.33415752,103.74
27665",,,

530,LENOVO FLAGSHIP @ FUNAN MALL,2.Retailer E-bin,"107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20, IN-STORE",179105,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.291244006,103.8
499848",,,

531,MEGADISCOUNT STORE @ KALLANG LEISURE PARK,2.Retailer E-bin,"5 STADIUM WALK,KALLANG LEISUREPARK,#01-46-50, STORE REAR ENTRANCE",397693,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.302221774,103.8
761527",,,

532,MEGADISCOUNT STORE @ UNITED SQUARE,2. Retailer E-bin,"101 THOMSONROAD,UNITED SQUARE, #B1-56D/E,MAIN ENTRANCE",307591,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.317528008,103.8
436708",,,

533,MUSTAFA CENTRE,2. Retailer E-bin,145 SYED ALWIROAD,207704,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.309966004,103.8
554014",,,

534,POPULAR SINGAPORE @ BRASBASAH COMPLEX,2. Retailer E-bin,"231 BRAS BASAH COMPLEX,#04-23/ 33",180231,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.296599992,103.8
53994",,,

535,SHENG SIONG @ 118 ALJUNIED,2. Retailer E-bin,"118 ALJUNIED AVE2,#01-100, MAINENTRANCE",380118,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.320048977,103.8
874066",,,

536,SHENG SIONG @ 451 BUKIT BATOK,2. Retailer E-bin,"451 BUKIT BATOK WEST AVENUE 6,#01-10, COMMONCORRIDOR",650451,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.353038249,103.7
439484",,,

537,SHENG SIONG @ 602A TAMPINES,2.Retailer E-bin,"602A TAMPINESAVENUE 9,#01-01, MAIN ENTRANCE",521602,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.361136458,103.9
374256",,,

538,SHENG SIONG @ 720 CLEMENTI WEST,2.Retailer E-bin,"720 CLEMENTIWEST ST 2, #01-144,COMMONCORRIDOR",120720,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.302464088,103.7
63751",,,

539,SHENG SIONG @ CANBERRA,2. Retailer E-bin,"105 CANBERRA ST, EAST BROOK @ CANBERRA,#02-05, COMMON CORRIDOR",750105,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.448864022,103.8
323929",,,

540,SHENG SIONG @ ITE COLLEGE CENTRAL,2. Retailer E-bin,"2 ANG MO KIO DRIVE, #A1-12, NEAR ENTRANCE,BESIDE CHECK IN AREA",567720,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.377892041,103.8
56412",,,

541,SINGTEL @ COMCENTRE,2.Retailer E-bin,"31B EXETER ROAD,COMCENTRE",239733,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.298975502,103.8
384064",,,

542,STARHUB @ PLAZASINGAPURA,2.Retailer E-bin,"68 ORCHARD ROAD,PLAZA SINGAPURA, #01-36, IN-STORE",238839,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30093413,103.84
50727",,,

543,STARHUB @ TAMPINESCENTRAL,2. Retailer E-bin,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL,#02-27, IN-STORE",529510,,"E-wasteaccepted: ICT equipment,Batteries and Lamps only",https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.352504683,103.9
446826",,,

544,GIANT @ 181 TOA PAYON LORONG 4,3.Manned Collection (Contact staff for disp,"181 TOAPAYOH LORONG 4,#01-602",310181,,E-wasteaccepted: Batteries and Lamps only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.333427428,103.8
508505",,,

545,GIANT @ PAYA LEBAR SQUARE,3.Manned Collection (Contact staff for disp,"60 PAYA LEBAR ROAD, #B1-01",409051,,E-wasteaccepted: Batteries and Lamps only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.318560436,103.8
928116",,,

546,GIANT @ WOODLANDSMART,3.Manned Collection (Contact staff for disp,"768 WOODLANDS AVENUE6,#01-33",730768,,E-wasteaccepted: Batteries and Lamps only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.445681923,103.7
979829",,,

547,APPLE @ JEWEL,3.Manned Collection (Contact staff for disp,"78 AIRPORT BOULEVARD, JEWEL,#02-234",819666,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.360231067,103.9
894572",,,

548,APPLE @ MBS,3.Manned Collection (Contact staff for disp,"2 BAYFRONT AVENUE,Marina Bay Sands,B2-06",18972,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.283854644,103.8
586749",,,

549,APPLE @ ORCHARD,3.Manned Collection (Contact staff for disp,"270 ORCHARD ROAD, APPLEORCHARD",238857,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30310526,103.83
6202",,,

550,M1 @ BUGIS JUNCTION,3.Manned Collection (Contact staff for disp,"80 MIDDLE ROAD,BUGIS JUNCTION, #01-81",188966,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.298450474,103.8
548971",,,

551,M1 @ CAUSEWAY POINT,3.Manned Collection (Contact staff for disp,"1 WOODLANDSSQUARE,CAUSEWAY POINT, #03-01",738099,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.436007845,103.7
856887",,,

552,M1 @ IMM,3.Manned Collection (Contact staff for disp,"2 JURONG EAST STREET 21, IMM,#01-53",609601,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.334817588,103.7
468771",,,

553,M1 @ NEX,3.Manned Collection (Contact staff for disp,"23 SERANGOON CENTRAL,NEX,#B1-56",556083,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.350545795,103.8
725905",,,

554,M1 @ ONERAFFLESPLACE,3.Manned Collection (Contact staff for disp,"1 RAFFLESPLACE, ONE RAFFLES PLACE,#02-25",48616,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.284339943,103.8
509823",,,

555,M1 @ PARKWAY PARADE,3.Manned Collection (Contact staff for disp,"80 MARINEPARADE ROAD,PARKWAY PARADE,#02-24",449269,,E-wasteaccepted: ICT equipment and Batteries only,https://alba-ewaste.sg,
,,,,,"https://www.google.com/maps/dir/?api=1&destination=1.30116068,103.90
53395",,,

